authorsTitle.o,correlation.o,fis.o,seFish.o,n.o,pValFish.o,pVal.o,testStatistic.o,correlation.r,fis.r,n.r,seFish.r,pValFish.r,pVal.r,testStatistic.r,seDifference.ro,source,abrev,cohenD.o,seCohenD.o,cohenD.r,seCohenD.r,significant.r,significantSameDirection.r,fisherZDiff,correlationDifference.ro,percentageChangeES.ro,cleanedpVal.r,cleanedpVal.o,seFishAprox.r,seFishAprox.o,cohensD.r,cohensD.o,bf10,bf01,bfplus0,bf0plus,bfRep0,bf0Rep,statisticallyEquiv.ro,normalisedpVal.r
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.24,0.244774113,0.072357461,194,NA,0.000750019,Correlation,0.464168546,0.502611577,1505,0.025802693,NA,3.13E-48,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.257837464,0.224168546,1.053369008,-2.22E-16,0.000750019,0.025802693,0.072357461,1.05,0.49,3.96E+77,2.53E-78,7.92E+77,1.26E-78,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.25,0.255412812,0.072357461,194,NA,0.000438785,Correlation,0.033355342,0.03336772,1505,0.025802693,NA,0.333512824,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.222045092,-0.216644658,-0.869357688,0.333512824,0.000438785,0.025802693,0.072357461,0.07,0.52,0.074482553,13.42596295,0.134350866,7.443197292,0.012867796,77.71338655,TRUE,0.615670075
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.6,0.693147181,0.072357461,194,NA,2.35E-20,Correlation,0.568327906,0.645049522,1505,0.025802693,NA,1.01E-56,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.048097659,-0.031672094,-0.069390254,-2.22E-16,-2.22E-16,0.025802693,0.072357461,1.38,1.5,4.48E+125,2.23E-126,8.96E+125,1.12E-126,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.53,0.59014516,0.072357461,194,NA,1.91E-15,Correlation,0.664192808,0.800279161,1505,0.025802693,NA,2.55E-91,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.210134001,0.134192808,0.356071718,-2.22E-16,1.69E-15,0.025802693,0.072357461,1.78,1.25,1.47E+188,6.82E-189,2.93E+188,3.41E-189,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.41,0.435611223,0.072357461,194,NA,2.91E-09,Correlation,0.588597394,0.675517226,1505,0.025802693,NA,2.28E-73,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.239906002,0.178597394,0.550734209,-2.22E-16,2.91E-09,0.025802693,0.072357461,1.46,0.9,1.38E+137,7.22E-138,2.77E+137,3.61E-138,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.37,0.3884231,0.072357461,194,NA,1.10E-07,Correlation,0.469712231,0.50970104,1505,0.025802693,NA,2.74E-38,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.12127794,0.099712231,0.312231535,-2.22E-16,1.10E-07,0.025802693,0.072357461,1.06,0.8,5.70E+79,1.76E-80,1.14E+80,8.78E-81,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.52,0.576339755,0.072357461,194,NA,7.83E-15,Correlation,0.356998095,0.373441284,1505,0.025802693,NA,1.23E-16,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.202898471,-0.163001905,-0.352046634,-9.92E-17,7.61E-15,0.025802693,0.072357461,0.76,1.22,8.82E+42,1.13E-43,1.76E+43,5.67E-44,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.25,0.255412812,0.072357461,194,NA,0.000438785,Correlation,0.397244185,0.420372485,1505,0.025802693,NA,6.35E-32,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.164959674,0.147244185,0.645855125,-2.22E-16,0.000438785,0.025802693,0.072357461,0.87,0.52,3.06E+54,3.26E-55,6.13E+54,1.63E-55,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.52,0.576339755,0.072357461,194,NA,7.83E-15,Correlation,0.489963581,0.536012412,1505,0.025802693,NA,4.93E-49,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.040327343,-0.030036419,-0.069971475,-2.22E-16,7.61E-15,0.025802693,0.072357461,1.12,1.22,9.69E+87,1.03E-88,1.94E+88,5.16E-89,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.37,0.3884231,0.072357461,194,NA,1.10E-07,Correlation,0.42964466,0.459460816,1505,0.025802693,NA,5.65E-38,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.071037717,0.05964466,0.182887466,-2.22E-16,1.10E-07,0.025802693,0.072357461,0.95,0.8,1.06E+65,9.47E-66,2.11E+65,4.74E-66,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.38,0.40005965,0.072357461,194,NA,4.63E-08,Correlation,0.43572152,0.466937457,1505,0.025802693,NA,2.34E-33,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.066877807,0.05572152,0.167169588,-2.22E-16,4.63E-08,0.025802693,0.072357461,0.97,0.82,1.36E+67,7.37E-68,2.71E+67,3.69E-68,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.45,0.484700279,0.072357461,194,NA,4.62E-11,Correlation,0.558277642,0.63032744,1505,0.025802693,NA,1.68E-89,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.145627162,0.108277642,0.30044786,-2.22E-16,4.62E-11,0.025802693,0.072357461,1.35,1.01,1.76E+120,5.69E-121,3.52E+120,2.84E-121,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.37,0.3884231,0.072357461,194,NA,1.10E-07,Correlation,0.383810929,0.404521333,1505,0.025802693,NA,5.51E-26,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.016098233,0.013810929,0.041445097,-2.22E-16,1.10E-07,0.025802693,0.072357461,0.83,0.8,2.82E+50,3.54E-51,5.65E+50,1.77E-51,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.38,0.40005965,0.072357461,194,NA,4.63E-08,Correlation,0.401515349,0.425454221,1505,0.025802693,NA,3.88E-27,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.025394571,0.021515349,0.063476962,-2.22E-16,4.63E-08,0.025802693,0.072357461,0.88,0.82,6.45E+55,1.55E-56,1.29E+56,7.75E-57,Inf,0,FALSE,NA
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.3,0.309519604,0.072357461,194,NA,2.14E-05,Correlation,0.289075837,0.297557537,1505,0.025802693,NA,7.04E-17,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.011962068,-0.010924163,-0.038647205,-1.52E-16,2.14E-05,0.025802693,0.072357461,0.6,0.63,8.95E+26,1.12E-27,1.79E+27,5.58E-28,1.02E+28,9.83E-29,FALSE,NA
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.25,0.255412812,0.037216146,725,NA,8.86E-12,"Correlation, separately by sex",0.160161885,0.161552839,1503,0.025819889,NA,1.07E-08,NA,0.045295786,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.093859973,-0.089838115,-0.367483419,1.07E-08,8.86E-12,0.025819889,0.037216146,0.32,0.52,9295379.364,1.08E-07,18590758.72,5.38E-08,20284209.02,4.93E-08,FALSE,0.000103354
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.3,0.309519604,0.037216146,725,NA,1.60E-16,"Correlation, separately by sex",0.434877669,0.465896326,1503,0.025819889,NA,7.54E-61,NA,0.045295786,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.156376722,0.134877669,0.505223967,-2.22E-16,-6.23E-17,0.025819889,0.037216146,0.97,0.63,5.57E+66,1.79E-67,1.11E+67,8.97E-68,Inf,0,FALSE,NA
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.16,0.161386696,0.037216146,725,NA,1.52E-05,"Correlation, separately by sex",0.168433095,0.170053568,1503,0.025819889,NA,2.48E-09,NA,0.045295786,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.008666872,0.008433095,0.053702518,2.48E-09,1.52E-05,0.025819889,0.037216146,0.34,0.32,75424034.94,1.33E-08,150848069.9,6.63E-09,1342603927,7.45E-10,FALSE,4.98E-05
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.11,0.110446916,0.037216146,725,NA,0.003039831,"Correlation, separately by sex",0.092752813,0.093020182,1503,0.025819889,NA,0.001075593,NA,0.045295786,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.017426734,-0.017247187,-0.157783802,0.001075593,0.003039831,0.025819889,0.037216146,0.19,0.22,20.98796283,0.047646358,41.96920237,0.023826996,348.035473,0.00287327,FALSE,0.032802116
"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.",0.16,0.161386696,0.037216146,725,NA,1.52E-05,"Correlation, separately by sex",0.196332229,0.198914857,1503,0.025819889,NA,1.50E-12,NA,0.045295786,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.037528161,0.036332229,0.232535656,1.50E-12,1.52E-05,0.025819889,0.037216146,0.4,0.32,2.01723E+11,4.96E-12,4.03445E+11,2.48E-12,2.60126E+12,3.84E-13,FALSE,1.22E-06
"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84, 582-593.",0.19,0.192337169,0.034179296,859,NA,2.00E-08,Correlation,-0.017704085,-0.017705935,838,0.034606427,NA,0.60902153,NA,0.048639789,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.210043104,-0.207704085,-1.092056749,0.60902153,2.00E-08,0.034606427,0.034179296,-0.04,0.39,0.049326606,20.27303493,0.030051441,33.27627473,7.54E-05,13263.76525,TRUE,0.89530258
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",NA,NA,NA,194,NA,0.000852311,"Regression on E, A, C, N, and O",NA,NA,481,NA,NA,0.007159882,NA,0.085601707,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,0.007159882,0.000852311,0.045738935,0.072357461,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084717383
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.5,0.549306144,0.072357461,194,NA,1.15E-13,Correlation,-0.069578782,-0.069691391,481,0.045738935,NA,0.127942565,NA,0.085601707,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.618997535,-0.569578782,-1.126871675,0.127942565,1.15E-13,0.045738935,0.072357461,-0.14,1.15,0.181738508,5.50241119,0.023323457,42.87529095,1.76E-11,56836306541,TRUE,0.365793703
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.34,0.354092529,0.072357461,194,NA,1.23E-06,Correlation,0.09728102,0.09758965,481,0.045738935,NA,0.033104011,NA,0.085601707,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.256502879,-0.24271898,-0.72439506,0.033104011,1.23E-06,0.045738935,0.072357461,0.2,0.72,0.551694613,1.812596999,1.085026019,0.921636885,0.065400959,15.29029575,FALSE,0.182964185
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.2,0.202732554,0.072357461,194,NA,0.005174249,Correlation,0.248901294,0.254241202,512,0.044324221,NA,2.71E-08,NA,0.08485422,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.051508647,0.048901294,0.254071911,2.71E-08,0.005174249,0.044324221,0.072357461,0.51,0.41,628433.2611,1.59E-06,1256866.515,7.96E-07,5177368.152,1.93E-07,FALSE,0.000164643
"Judge, T. A., Higgins, C. A., Thoresen, C. J., & Barrick, M. R. (1999). The Big Five personality traits, general mental ability, and career success across the life span. Personnel Psychology, 52, 621-652.",0.26,0.266108407,0.072357461,194,NA,0.000251091,Correlation,0.317382406,0.328733605,512,0.044324221,NA,8.13E-13,NA,0.08485422,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.062625198,0.057382406,0.235337166,8.13E-13,0.000251091,0.044324221,0.072357461,0.67,0.54,28555780786,3.50E-11,57111561572,1.75E-11,2.22096E+11,4.50E-12,FALSE,9.01E-07
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.18,0.181982689,0.009121112,12023,NA,4.27E-88,Correlation,0.209542254,0.212692531,747,0.036661779,NA,7.86E-08,NA,0.037779369,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.030709843,0.029542254,0.16875145,7.86E-08,-2.22E-16,0.036661779,0.009121112,0.43,0.37,804869.7917,1.24E-06,1609739.577,6.21E-07,Inf,0,FALSE,0.000280337
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.23,0.234189467,0.008607586,13500,NA,1.48E-161,Correlation,0.178691949,0.180631166,747,0.036661779,NA,4.94E-06,NA,0.037658685,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.053558301,-0.051308051,-0.228696456,4.94E-06,-2.22E-16,0.036661779,0.008607586,0.36,0.47,7890.576743,0.000126733,15781.14625,6.34E-05,Inf,0,FALSE,0.002221698
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.17,0.171666664,0.045221563,492,NA,0.000151374,Correlation,0.323577092,0.335637392,748,0.036637165,NA,1.08E-19,NA,0.058200272,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.163970729,0.153577092,0.955169311,-2.22E-16,0.000151374,0.036637165,0.045221563,0.68,0.35,3.38299E+16,2.96E-17,6.76599E+16,1.48E-17,9.37327E+15,1.07E-16,FALSE,NA
"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont (2003). The affective underpinnings of job perceptions and attitudes: A Meta-analytic review and integration. Psychological Bulletin, 129, 914-945.",0.19,0.192337169,0.037529331,713,NA,3.20E-07,Correlation,0.259824582,0.26592028,748,0.036637165,NA,5.25E-13,NA,0.052447427,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.07358311,0.069824582,0.382573533,5.25E-13,3.20E-07,0.036637165,0.037529331,0.54,0.39,8980351269,1.11E-10,17960702538,5.57E-11,54003145458,1.85E-11,FALSE,7.25E-07
"Barrick, M. R., & Mount, M. K. (1991). The Big Five personality dimensions and job performance: A meta-analysis. Personnel Psychology, 44, 1-26.",0.09,0.090244188,0.019048483,2759,NA,2.19E-06,Correlation,0.096934276,0.097239605,853,0.034299717,NA,0.00460266,NA,0.039234109,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.006995417,0.006934276,0.077516542,0.00460266,2.19E-06,0.034299717,0.019048483,0.19,0.18,2.360170818,0.423698146,4.709365311,0.212342839,47.7717883,0.020932857,FALSE,0.067895058
"Barrick, M. R., & Mount, M. K. (1991). The Big Five personality dimensions and job performance: A meta-analysis. Personnel Psychology, 44, 1-26.",0.11,0.110446916,0.019262853,2698,NA,1.01E-08,Correlation,0.034479424,0.034493097,853,0.034299717,NA,0.314495382,NA,0.039338634,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.075953818,-0.075520576,-0.687695241,0.314495382,1.01E-08,0.034299717,0.019262853,0.07,0.22,0.071082324,14.068195,0.1197693,8.349384997,0.224556714,4.453218004,FALSE,0.59535037
"Barrick, M. R., & Mount, M. K. (1991). The Big Five personality dimensions and job performance: A meta-analysis. Personnel Psychology, 44, 1-26.",0.13,0.13073985,0.03739788,718,NA,0.000479099,Correlation,-0.0276155,-0.027622523,782,0.035828718,NA,0.440612782,NA,0.051790911,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.158362373,-0.1576155,-1.211278527,0.440612782,0.000479099,0.035828718,0.03739788,-0.06,0.26,0.060284472,16.58801958,0.026597293,37.59781083,0.008838518,113.1411405,TRUE,0.725870419
"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84, 582-593.",0.18,0.181982689,0.034179296,859,NA,1.09E-07,Correlation,0.171879098,0.173602322,944,0.032599068,NA,2.57E-07,NA,0.047232653,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.008380366,-0.008120902,-0.046050348,2.57E-07,1.09E-07,0.032599068,0.034179296,0.35,0.37,53893.6481,1.86E-05,107787.2902,9.28E-06,926945.8706,1.08E-06,FALSE,0.000507011
"Judge, T. A., & Bono, J. E. (2000). Five-factor model of personality and transformational leadership. Journal of Applied Psychology, 85, 751-765.",0.22,0.223656109,0.077615053,169,NA,0.00405217,Correlation,0.470532694,0.510754286,747,0.036661779,NA,2.20E-38,NA,0.085838117,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.287098177,0.250532694,1.283658998,-2.22E-16,0.00405217,0.036661779,0.077615053,1.07,0.45,1.09E+39,9.15E-40,2.19E+39,4.57E-40,4.11E+37,2.43E-38,FALSE,NA
"Judge, T. A., & Bono, J. E. (2000). Five-factor model of personality and transformational leadership. Journal of Applied Psychology, 85, 751-765.",0.27,0.276863823,0.077615053,169,NA,0.000385062,Correlation,0.282043765,0.289901081,747,0.036661779,NA,7.08E-14,NA,0.085838117,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.013037258,0.012043765,0.047089065,7.06E-14,0.000385062,0.036661779,0.077615053,0.59,0.56,1.0843E+12,9.22E-13,2.16861E+12,4.61E-13,1.0834E+13,9.23E-14,FALSE,2.66E-07
"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84, 582-593.",0.22,0.223656109,0.034179296,859,NA,7.10E-11,Correlation,0.327634261,0.34017572,944,0.032599068,NA,4.93E-25,NA,0.047232653,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.116519611,0.107634261,0.520976653,-2.22E-16,7.10E-11,0.032599068,0.034179296,0.69,0.45,6.15E+21,1.62E-22,1.23E+22,8.12E-23,5.39E+21,1.85E-22,FALSE,NA
"Carlo, G., Okun, M. A., Knight, G. P., & de Guzman, M. R. T. (2005). The interplay of traits and motives on volunteering: Agreeableness, extraversion and prosocial value motivation. Personality and Individual Differences, 38, 1293-1305.",0.14,0.140925576,0.035511041,796,NA,7.39E-05,Correlation,0.19566153,0.198217365,1504,0.025811287,NA,1.92E-14,NA,0.04390053,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.057291789,0.05566153,0.406539329,1.90E-14,7.39E-05,0.025811287,0.035511041,0.4,0.28,1.67529E+11,5.97E-12,3.35058E+11,2.98E-12,1.33526E+12,7.49E-13,FALSE,1.38E-07
"Carlo, G., Okun, M. A., Knight, G. P., & de Guzman, M. R. T. (2005). The interplay of traits and motives on volunteering: Agreeableness, extraversion and prosocial value motivation. Personality and Individual Differences, 38, 1293-1305.",0.23,0.234189467,0.035511041,796,NA,5.13E-11,Correlation,0.171234188,0.172937856,1504,0.025811287,NA,2.32E-11,NA,0.04390053,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.06125161,-0.058765812,-0.261547247,2.32E-11,5.13E-11,0.025811287,0.035511041,0.35,0.47,159486772.4,6.27E-09,318973544.8,3.14E-09,1151234021,8.69E-10,FALSE,4.81E-06
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.19,0.192337169,NA,672,NA,7.41E-07,"Structural equation model, controlling for self-esteem and other psychological variables",0.319176612,0.330730056,1505,NA,NA,5.95E-29,NA,0.046481687,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.138392887,0.129176612,0.71953272,-2.22E-16,7.41E-07,0.025802693,0.038662234,0.67,0.39,3.39E+33,2.95E-34,6.77E+33,1.48E-34,7.32E+32,1.37E-33,FALSE,NA
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.13,0.13073985,NA,672,NA,0.000750375,"Structural equation model, controlling for self-esteem and other psychological variables",0.053232748,0.053283116,1505,NA,NA,0.069405058,NA,0.046481687,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.077456734,-0.076767252,-0.592449314,0.069405058,0.000750375,0.025802693,0.038662234,0.11,0.26,0.271739678,3.679992583,0.532863966,1.876651573,1.183477646,0.844967375,FALSE,0.266595146
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.19,0.192337169,NA,672,NA,7.41E-07,"Structural equation model, controlling for self-esteem and other psychological variables",0.185835481,0.188020198,1505,NA,NA,1.43E-10,NA,0.046481687,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.004316971,-0.004164519,-0.022444811,1.43E-10,7.41E-07,0.025802693,0.038662234,0.38,0.39,9213726936,1.09E-10,18427453872,5.43E-11,1.63691E+11,6.11E-12,FALSE,1.20E-05
"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63, 989-1003.",0.13,0.13073985,NA,672,NA,0.000750375,"Structural equation model, controlling for self-esteem and other psychological variables",0.289088691,0.297571563,1505,NA,NA,1.24E-23,NA,0.046481687,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.166831713,0.159088691,1.27605862,-2.22E-16,0.000750375,0.025802693,0.038662234,0.6,0.26,9.01E+26,1.11E-27,1.80E+27,5.55E-28,2.58E+25,3.88E-26,FALSE,NA
